-1183.0,52940.0
-1155.0,52955.0
-1141.0,52956.0
-1138.0,52952.0
-1146.0,52952.0
-1155.0,52956.0
-1179.0,52945.0
-1190.0,52945.0
-1190.0,52950.0
-1187.0,52956.0
-1163.0,52931.0
-1148.0,52946.0
-1152.0,52952.0
-1174.0,52961.0
-1161.0,52963.0
-1152.0,52955.0
-1151.0,52957.0
-1159.0,52988.0
-1191.0,52945.0
-1212.0,52940.0
-1175.0,52906.0
-1137.0,52954.0
-1128.0,52958.0
-1141.0,52954.0
-1145.0,52957.0
-1150.0,52962.0
-1153.0,52970.0
-1150.0,53006.0
-1207.0,52980.0
-1174.0,52974.0
-1146.0,52958.0
-1169.0,52929.0
-1168.0,52911.0
-1191.0,52950.0
-1216.0,52940.0
-1220.0,52974.0
-1208.0,52973.0
-1208.0,53007.0
-1190.0,52963.0
-1166.0,52957.0
-1156.0,52955.0
-1146.0,52951.0
-1166.0,52977.0
-1195.0,52983.0
-1188.0,52976.0
-1159.0,52987.0
-1144.0,52956.0
-1173.0,52948.0
-1190.0,52945.0
-1216.0,52939.0
-1217.0,52966.0
-1233.0,52979.0
-1211.0,52977.0
-1199.0,53010.0
-1196.0,53003.0
-1179.0,53001.0
-1175.0,52980.0
-1151.0,52973.0
-1148.0,52961.0
-1180.0,52943.0
-1158.0,52915.0
-1129.0,52947.0
-1161.0,52989.0
-1184.0,52970.0
-1179.0,52956.0
-1175.0,52954.0
-1163.0,52956.0
-1149.0,52989.0
-1145.0,52963.0
-1132.0,52957.0
-1128.0,52950.0
-1147.0,52956.0
-1171.0,52911.0
-1176.0,52963.0
-1158.0,52988.0
-1159.0,52956.0
-1150.0,52950.0
-1197.0,53000.0
-1170.0,52966.0
-1152.0,52965.0
-1174.0,52908.0
-1169.0,52912.0
-1150.0,52949.0
-1138.0,52940.0
-1139.0,52941.0
-1148.0,52945.0
-1151.0,52955.0
-1158.0,52968.0
-1182.0,52976.0
-1163.0,52942.0
-1192.0,52896.0
-1182.0,52941.0
-1144.0,52966.0
-1133.0,52950.0
-1133.0,52949.0
-1151.0,52949.0
-1216.0,52940.0
-1232.0,52947.0
-1208.0,52956.0
-1170.0,52992.0
-1203.0,52988.0
-1207.0,52981.0
-1198.0,52972.0
-1180.0,53004.0
-1165.0,52958.0
-1151.0,52951.0
-1148.0,52950.0
-1138.0,52953.0
-1176.0,52951.0
-1171.0,52956.0
-1140.0,52947.0
-1146.0,52945.0
-1150.0,52956.0
-1153.0,52953.0
-1156.0,52957.0
-1150.0,52961.0
-1144.0,52956.0
-1153.0,52946.0
-1161.0,52956.0
-1195.0,52962.0
-1179.0,52999.0
-1159.0,52987.0
-1162.0,52963.0
-1141.0,52951.0
-1140.0,52952.0
-1130.0,52958.0
-1136.0,52954.0
-1149.0,52950.0
-1163.0,52956.0
-1212.0,53003.0
-1234.0,52982.0
-1229.0,52956.0
-1204.0,52934.0
-1177.0,52916.0
-1171.0,52913.0
-1190.0,52958.0
-1154.0,52955.0
-1160.0,52987.0
-1168.0,52992.0
-1144.0,52958.0
-1174.0,52952.0
-1161.0,52935.0
-1135.0,52952.0
-1142.0,52956.0
-1145.0,52959.0
-1156.0,52959.0
-1154.0,52973.0
-1145.0,52983.0
-1162.0,52956.0
-1148.0,52958.0
-1120.0,52963.0
-1139.0,52954.0
-1140.0,52949.0
-1156.0,52956.0
-1170.0,52962.0
-1187.0,52938.0
-1216.0,52939.0
-1241.0,52956.0
-1193.0,52955.0
-1192.0,52954.0
-1190.0,52945.0
-1182.0,52941.0
-1182.0,52911.0
-1140.0,52951.0
-1140.0,52952.0
-1151.0,52964.0
-1148.0,52989.0
-1179.0,52998.0
-1163.0,52987.0
-1153.0,52971.0
-1155.0,52955.0
-1210.0,52969.0
-1199.0,52955.0
-1151.0,52951.0
-1159.0,52938.0
-1191.0,52905.0
-1160.0,52926.0
-1157.0,52956.0
-1172.0,52966.0
-1202.0,52989.0
-1207.0,52988.0
-1182.0,52941.0
-1176.0,52916.0
-1167.0,52966.0
-1191.0,53009.0
-1197.0,53000.0
-1163.0,52967.0
-1165.0,52930.0
-1191.0,52958.0
-1185.0,52973.0
-1151.0,52942.0
-1130.0,52947.0
-1146.0,52981.0
-1182.0,52956.0
-1191.0,52963.0
-1185.0,53012.0
-1157.0,52982.0
-1126.0,52982.0
-1122.0,52961.0
-1165.0,52924.0
-1190.0,52905.0
-1190.0,52904.0
-1211.0,52936.0
-1173.0,52942.0
-1168.0,52960.0
-1162.0,52957.0
-1153.0,52967.0
-1138.0,52954.0
-1154.0,52939.0
-1159.0,52937.0
-1187.0,52908.0
-1225.0,52955.0
-1198.0,53001.0
-1170.0,52985.0
-1173.0,52981.0
-1168.0,52967.0
-1166.0,52959.0
-1146.0,52962.0
-1120.0,52973.0
-1130.0,52947.0
-1151.0,52949.0
-1149.0,52957.0
-1149.0,52958.0
-1181.0,52941.0
-1170.0,52966.0
-1173.0,52983.0
-1173.0,52983.0
-1174.0,53011.0
-1187.0,53016.0
-1174.0,52950.0
-1151.0,52948.0
-1152.0,52949.0
-1147.0,52981.0
-1148.0,52989.0
-1153.0,52997.0
-1194.0,53004.0
-1183.0,52975.0
-1191.0,52978.0
-1234.0,52972.0
-1215.0,52940.0
-1215.0,52938.0
-1176.0,52916.0
-1189.0,52906.0
-1189.0,52906.0
-1189.0,52937.0
-1173.0,52952.0
-1171.0,52985.0
-1163.0,52987.0
-1160.0,52987.0
-1233.0,52978.0
-1234.0,52956.0
-1238.0,52951.0
-1211.0,52936.0
-1176.0,52972.0
-1150.0,52989.0
-1130.0,52966.0
-1157.0,52980.0
-1172.0,52963.0
-1169.0,52930.0
-1178.0,52903.0
-1187.0,52908.0
-1205.0,52934.0
-1179.0,52945.0
-1175.0,52956.0
-1143.0,52956.0
-1139.0,52944.0
-1145.0,52949.0
-1191.0,52996.0
-1190.0,53012.0
-1203.0,52989.0
-1230.0,52973.0
-1171.0,52947.0
-1161.0,52956.0
-1161.0,52967.0
-1146.0,52959.0
-1134.0,52956.0
-1140.0,52950.0
-1173.0,52970.0
-1186.0,52973.0
-1183.0,52968.0
-1182.0,52948.0
-1157.0,52948.0
-1152.0,52956.0
-1131.0,52947.0
-1162.0,53010.0
-1198.0,52985.0
-1212.0,53003.0
-1233.0,52976.0
-1200.0,52944.0
-1191.0,52956.0
-1147.0,52961.0
-1168.0,52954.0
-1173.0,52952.0
-1190.0,52948.0
-1181.0,52985.0
-1172.0,52969.0
-1151.0,52964.0
-1143.0,52957.0
-1129.0,52947.0
-1154.0,52954.0
-1163.0,52956.0
-1177.0,52964.0
-1196.0,53001.0
-1186.0,53013.0
-1186.0,52992.0
-1190.0,52905.0
-1188.0,52946.0
-1190.0,52962.0
-1185.0,52973.0
-1147.0,52949.0
-1160.0,52942.0
-1170.0,52947.0
-1189.0,52945.0
-1190.0,52956.0
-1159.0,52944.0
-1153.0,52955.0
-1190.0,52968.0
-1185.0,53011.0
-1172.0,52980.0
-1191.0,52956.0
-1217.0,52939.0
-1149.0,52960.0
-1137.0,52940.0
-1140.0,52949.0
-1140.0,52951.0
-1151.0,52954.0
-1180.0,52943.0
-1176.0,52961.0
-1178.0,52979.0
-1191.0,53010.0
-1195.0,53001.0
-1202.0,52987.0
-1183.0,52982.0
-1156.0,52976.0
-1166.0,52967.0
-1168.0,52963.0
-1164.0,52958.0
-1167.0,52960.0
-1197.0,52999.0
-1165.0,52990.0
-1146.0,52947.0
-1138.0,52941.0
-1124.0,52947.0
-1159.0,52988.0
-1166.0,52955.0
-1172.0,52947.0
-1241.0,52959.0
-1190.0,52898.0
-1188.0,52937.0
-1154.0,52955.0
